scenario,tool,ligand,count
DLPFC_down_02,Baseline_2,SEMA3F,5
DLPFC_down_02,Baseline_2,SEMA3G,5
DLPFC_down_02,Baseline_2,SEMA4A,8
DLPFC_down_02,Baseline_2,SEMA4C,1
DLPFC_down_02,Baseline_2,SEMA4D,4
DLPFC_down_02,Baseline_2,SEMA4G,1
DLPFC_down_02,Baseline_2,SEMA5A,3
DLPFC_down_02,Baseline_2,SEMA5B,2
DLPFC_down_02,Baseline_2,SEMA6A,2
DLPFC_down_02,Baseline_2,SEMA6B,2
DLPFC_down_02,Baseline_2,SEMA6D,4
DLPFC_down_02,Baseline_2,SEMA7A,3
DLPFC_down_02,Baseline_2,SFTPD,1
DLPFC_down_02,Baseline_2,SHH,2
DLPFC_down_02,Baseline_2,SHMT1,2
DLPFC_down_02,Baseline_2,SHMT2,2
DLPFC_down_02,Baseline_2,SLC10A4,7
DLPFC_down_02,Baseline_2,SLC17A6,21
DLPFC_down_02,Baseline_2,SLC17A8,13
DLPFC_down_02,Baseline_2,SLC18A2,1
DLPFC_down_02,Baseline_2,SLC1A1,21
DLPFC_down_02,Baseline_2,SLC1A6,21
DLPFC_down_02,Baseline_2,SLC1A7,1
DLPFC_down_02,Baseline_2,SLC29A1,3
DLPFC_down_02,Baseline_2,SLC29A2,4
DLPFC_down_02,Baseline_2,SLC29A3,3
DLPFC_down_02,Baseline_2,SLC29A4,3
DLPFC_down_02,Baseline_2,SLC32A1,13
DLPFC_down_02,Baseline_2,SLC6A1,11
DLPFC_down_02,Baseline_2,SLC6A11,13
DLPFC_down_02,Baseline_2,SLC6A12,12
DLPFC_down_02,Baseline_2,SLC6A13,13
DLPFC_down_02,Baseline_2,SLC6A5,1
DLPFC_down_02,Baseline_2,SLC6A6,13
DLPFC_down_02,Baseline_2,SLC6A8,14
DLPFC_down_02,Baseline_2,SLC6A9,2
DLPFC_down_02,Baseline_2,SLIT1,1
DLPFC_down_02,Baseline_2,SLIT2,2
DLPFC_down_02,Baseline_2,SLITRK1,2
DLPFC_down_02,Baseline_2,SLITRK2,2
DLPFC_down_02,Baseline_2,SLITRK3,1
DLPFC_down_02,Baseline_2,SLITRK4,1
DLPFC_down_02,Baseline_2,SLITRK5,1
DLPFC_down_02,Baseline_2,SLITRK6,1
DLPFC_down_02,Baseline_2,SLURP1,3
DLPFC_down_02,Baseline_2,SPP1,8
DLPFC_down_02,Baseline_2,SRD5A1,1
DLPFC_down_02,Baseline_2,SRD5A3,1
DLPFC_down_02,Baseline_2,SST,3
DLPFC_down_02,Baseline_2,SULT1A1,3
DLPFC_down_02,Baseline_2,TAC1,2
DLPFC_down_02,Baseline_2,TAX1BP3,2
DLPFC_down_02,Baseline_2,TENM1,3
DLPFC_down_02,Baseline_2,TENM2,3
DLPFC_down_02,Baseline_2,TENM3,3
DLPFC_down_02,Baseline_2,TENM4,3
DLPFC_down_02,Baseline_2,TGFA,2
DLPFC_down_02,Baseline_2,TGFB1,5
DLPFC_down_02,Baseline_2,TGFB2,5
DLPFC_down_02,Baseline_2,TGFB3,5
DLPFC_down_02,Baseline_2,TGM2,1
DLPFC_down_02,Baseline_2,THBS1,7
DLPFC_down_02,Baseline_2,THBS2,7
DLPFC_down_02,Baseline_2,THBS3,7
DLPFC_down_02,Baseline_2,THBS4,6
DLPFC_down_02,Baseline_2,TNC,4
DLPFC_down_02,Baseline_2,TNF,1
DLPFC_down_02,Baseline_2,TNFSF10,2
DLPFC_down_02,Baseline_2,TNFSF12,1
DLPFC_down_02,Baseline_2,TNFSF13B,1
DLPFC_down_02,Baseline_2,TNFSF4,1
DLPFC_down_02,Baseline_2,TNN,4
DLPFC_down_02,Baseline_2,TNR,8
DLPFC_down_02,Baseline_2,TNXB,8
DLPFC_down_02,Baseline_2,TPH1,1
DLPFC_down_02,Baseline_2,TUB,1
DLPFC_down_02,Baseline_2,UBASH3B,2
DLPFC_down_02,Baseline_2,UCN,1
DLPFC_down_02,Baseline_2,UNC5A,1
DLPFC_down_02,Baseline_2,VCAM1,1
DLPFC_down_02,Baseline_2,VEGFA,2
DLPFC_down_02,Baseline_2,VIP,3
DLPFC_down_02,Baseline_2,VSIR,1
DLPFC_down_02,Baseline_2,VWF,2
DLPFC_down_02,Baseline_2,WNT10A,9
DLPFC_down_02,Baseline_2,WNT10B,12
DLPFC_down_02,Baseline_2,WNT11,6
DLPFC_down_02,Baseline_2,WNT16,3
DLPFC_down_02,Baseline_2,WNT2,10
DLPFC_down_02,Baseline_2,WNT2B,12
DLPFC_down_02,Baseline_2,WNT3,11
DLPFC_down_02,Baseline_2,WNT3A,2
DLPFC_down_02,Baseline_2,WNT4,11
DLPFC_down_02,Baseline_2,WNT5A,10
DLPFC_down_02,Baseline_2,WNT5B,9
DLPFC_down_02,Baseline_2,WNT6,11
DLPFC_down_02,Baseline_2,WNT7A,10
DLPFC_down_02,Baseline_2,WNT7B,12
DLPFC_down_02,Baseline_2,WNT8A,1
DLPFC_down_02,Baseline_2,WNT9A,4
DLPFC_down_02,Baseline_2,WNT9B,3
DLPFC_down_02,COMMOT,ADCYAP1,1
DLPFC_down_02,COMMOT,AGRN,1
DLPFC_down_02,COMMOT,ALDH1A1,1
DLPFC_down_02,COMMOT,APP,3
DLPFC_down_02,COMMOT,C1QL1,1
DLPFC_down_02,COMMOT,C1QL2,1
DLPFC_down_02,COMMOT,CADM1,1
DLPFC_down_02,COMMOT,CADM3,4
DLPFC_down_02,COMMOT,CCK,1
DLPFC_down_02,COMMOT,CD99,2
DLPFC_down_02,COMMOT,CDH2,1
DLPFC_down_02,COMMOT,CLDN11,1
DLPFC_down_02,COMMOT,CNTN1,1
DLPFC_down_02,COMMOT,CNTN2,2
DLPFC_down_02,COMMOT,COL1A1,1
DLPFC_down_02,COMMOT,COL1A2,1
DLPFC_down_02,COMMOT,COL3A1,1
DLPFC_down_02,COMMOT,COL6A1,1
DLPFC_down_02,COMMOT,COL6A2,1
DLPFC_down_02,COMMOT,DAGLA,1
DLPFC_down_02,COMMOT,DHCR7,1
DLPFC_down_02,COMMOT,EFNA1,2
DLPFC_down_02,COMMOT,EFNA3,2
DLPFC_down_02,COMMOT,EFNB2,1
DLPFC_down_02,COMMOT,EFNB3,2
DLPFC_down_02,COMMOT,FGF1,3
DLPFC_down_02,COMMOT,FGF9,3
DLPFC_down_02,COMMOT,FLRT2,4
DLPFC_down_02,COMMOT,FN1,1
DLPFC_down_02,COMMOT,GAS6,2
DLPFC_down_02,COMMOT,GJA1,1
DLPFC_down_02,COMMOT,GRN,1
DLPFC_down_02,COMMOT,JAM2,2
DLPFC_down_02,COMMOT,JAM3,1
DLPFC_down_02,COMMOT,L1CAM,1
DLPFC_down_02,COMMOT,LAMB2,3
DLPFC_down_02,COMMOT,LRFN4,2
DLPFC_down_02,COMMOT,LRFN5,2
DLPFC_down_02,COMMOT,LRRC4,1
DLPFC_down_02,COMMOT,LRRC4B,2
DLPFC_down_02,COMMOT,LRRC4C,1
DLPFC_down_02,COMMOT,MAG,1
DLPFC_down_02,COMMOT,MDK,4
DLPFC_down_02,COMMOT,MPZL1,1
DLPFC_down_02,COMMOT,NCAM1,4
DLPFC_down_02,COMMOT,NCAM2,1
DLPFC_down_02,COMMOT,NECTIN1,1
DLPFC_down_02,COMMOT,NEGR1,1
DLPFC_down_02,COMMOT,NRXN1,9
DLPFC_down_02,COMMOT,NRXN2,9
DLPFC_down_02,COMMOT,NRXN3,8
DLPFC_down_02,COMMOT,NTN4,1
DLPFC_down_02,COMMOT,PPIA,1
DLPFC_down_02,COMMOT,PSAP,1
DLPFC_down_02,COMMOT,PTN,4
DLPFC_down_02,COMMOT,PTPRM,1
DLPFC_down_02,COMMOT,RELN,1
DLPFC_down_02,COMMOT,RTN4R,1
DLPFC_down_02,COMMOT,SEMA4D,2
DLPFC_down_02,COMMOT,SEMA6B,2
DLPFC_down_02,COMMOT,SLITRK1,1
DLPFC_down_02,COMMOT,SLITRK2,1
DLPFC_down_02,COMMOT,SST,2
DLPFC_down_02,COMMOT,TENM2,2
DLPFC_down_02,COMMOT,TENM3,2
DLPFC_down_02,COMMOT,TNR,1
DLPFC_down_02,COMMOT,UNC5A,1
DLPFC_down_02,COMMOT,VIP,1
DLPFC_down_02,CellAgentChat,ADCYAP1,1
DLPFC_down_02,CellAgentChat,ADM,1
DLPFC_down_02,CellAgentChat,ADORA3,1
DLPFC_down_02,CellAgentChat,AGRN,1
DLPFC_down_02,CellAgentChat,AGT,1
DLPFC_down_02,CellAgentChat,ALDH1A1,4
DLPFC_down_02,CellAgentChat,ALDH1A3,1
DLPFC_down_02,CellAgentChat,AMH,1
DLPFC_down_02,CellAgentChat,ANGPT2,2
DLPFC_down_02,CellAgentChat,ANGPTL2,2
DLPFC_down_02,CellAgentChat,ANGPTL4,5
DLPFC_down_02,CellAgentChat,APLN,1
DLPFC_down_02,CellAgentChat,APOA1,2
DLPFC_down_02,CellAgentChat,APOE,2
DLPFC_down_02,CellAgentChat,APP,4
DLPFC_down_02,CellAgentChat,AREG,1
DLPFC_down_02,CellAgentChat,BDNF,2
DLPFC_down_02,CellAgentChat,BMP2,2
DLPFC_down_02,CellAgentChat,BMP7,1
DLPFC_down_02,CellAgentChat,BMP8B,2
DLPFC_down_02,CellAgentChat,C1QL2,1
DLPFC_down_02,CellAgentChat,C3,2
DLPFC_down_02,CellAgentChat,CADM1,1
DLPFC_down_02,CellAgentChat,CADM3,5
DLPFC_down_02,CellAgentChat,CCK,1
DLPFC_down_02,CellAgentChat,CCL14,1
DLPFC_down_02,CellAgentChat,CCL19,1
DLPFC_down_02,CellAgentChat,CCL21,1
DLPFC_down_02,CellAgentChat,CCL23,1
DLPFC_down_02,CellAgentChat,CD46,1
DLPFC_down_02,CellAgentChat,CD6,1
DLPFC_down_02,CellAgentChat,CD99,3
DLPFC_down_02,CellAgentChat,CDH1,4
DLPFC_down_02,CellAgentChat,CDH2,1
DLPFC_down_02,CellAgentChat,CDH3,1
DLPFC_down_02,CellAgentChat,CDH4,1
DLPFC_down_02,CellAgentChat,CDH5,1
DLPFC_down_02,CellAgentChat,CEACAM1,1
DLPFC_down_02,CellAgentChat,CEACAM6,1
DLPFC_down_02,CellAgentChat,CHAD,1
DLPFC_down_02,CellAgentChat,CLDN1,1
DLPFC_down_02,CellAgentChat,CLDN11,1
DLPFC_down_02,CellAgentChat,CLDN3,1
DLPFC_down_02,CellAgentChat,CNTN1,2
DLPFC_down_02,CellAgentChat,CNTN2,3
DLPFC_down_02,CellAgentChat,COL1A1,12
DLPFC_down_02,CellAgentChat,COL1A2,9
DLPFC_down_02,CellAgentChat,COL2A1,6
DLPFC_down_02,CellAgentChat,COL3A1,1
DLPFC_down_02,CellAgentChat,COL4A1,10
DLPFC_down_02,CellAgentChat,COL4A2,5
DLPFC_down_02,CellAgentChat,COL4A5,11
DLPFC_down_02,CellAgentChat,COL6A1,9
DLPFC_down_02,CellAgentChat,COL6A2,10
DLPFC_down_02,CellAgentChat,COL6A3,6
DLPFC_down_02,CellAgentChat,COL6A5,3
DLPFC_down_02,CellAgentChat,COL9A2,12
DLPFC_down_02,CellAgentChat,COL9A3,10
DLPFC_down_02,CellAgentChat,COMP,6
DLPFC_down_02,CellAgentChat,CORT,1
DLPFC_down_02,CellAgentChat,CTF1,1
DLPFC_down_02,CellAgentChat,CX3CL1,1
DLPFC_down_02,CellAgentChat,CXCL3,1
DLPFC_down_02,CellAgentChat,CXCL9,1
DLPFC_down_02,CellAgentChat,DAGLA,1
DLPFC_down_02,CellAgentChat,DAGLB,1
DLPFC_down_02,CellAgentChat,DDC,1
DLPFC_down_02,CellAgentChat,DHCR24,1
DLPFC_down_02,CellAgentChat,DHCR7,1
DLPFC_down_02,CellAgentChat,DLK1,2
DLPFC_down_02,CellAgentChat,DLL1,2
DLPFC_down_02,CellAgentChat,DLL3,3
DLPFC_down_02,CellAgentChat,DSC2,1
DLPFC_down_02,CellAgentChat,EDN1,2
DLPFC_down_02,CellAgentChat,EFNA1,2
DLPFC_down_02,CellAgentChat,EFNA3,2
DLPFC_down_02,CellAgentChat,EFNA5,3
DLPFC_down_02,CellAgentChat,EFNB1,2
DLPFC_down_02,CellAgentChat,EFNB2,3
DLPFC_down_02,CellAgentChat,EFNB3,4
DLPFC_down_02,CellAgentChat,EGF,1
DLPFC_down_02,CellAgentChat,ESAM,1
DLPFC_down_02,CellAgentChat,F11R,2
DLPFC_down_02,CellAgentChat,FGF1,3
DLPFC_down_02,CellAgentChat,FGF17,1
DLPFC_down_02,CellAgentChat,FGF18,1
DLPFC_down_02,CellAgentChat,FGF2,1
DLPFC_down_02,CellAgentChat,FGF7,2
DLPFC_down_02,CellAgentChat,FGF9,3
DLPFC_down_02,CellAgentChat,FLRT1,6
DLPFC_down_02,CellAgentChat,FLRT2,5
DLPFC_down_02,CellAgentChat,FLRT3,5
DLPFC_down_02,CellAgentChat,FN1,9
DLPFC_down_02,CellAgentChat,FRAS1,1
DLPFC_down_02,CellAgentChat,GAD1,11
DLPFC_down_02,CellAgentChat,GAD2,11
DLPFC_down_02,CellAgentChat,GAS6,2
DLPFC_down_02,CellAgentChat,GDF15,1
DLPFC_down_02,CellAgentChat,GDF5,1
DLPFC_down_02,CellAgentChat,GDF6,3
DLPFC_down_02,CellAgentChat,GGT5,1
DLPFC_down_02,CellAgentChat,GHRH,1
DLPFC_down_02,CellAgentChat,GJA1,1
DLPFC_down_02,CellAgentChat,GJA5,1
DLPFC_down_02,CellAgentChat,GJC1,1
DLPFC_down_02,CellAgentChat,GLS,17
DLPFC_down_02,CellAgentChat,GLS2,15
DLPFC_down_02,CellAgentChat,GRN,1
DLPFC_down_02,CellAgentChat,GZMA,1
DLPFC_down_02,CellAgentChat,HLA-A,1
DLPFC_down_02,CellAgentChat,HLA-B,1
DLPFC_down_02,CellAgentChat,HLA-C,1
DLPFC_down_02,CellAgentChat,HSD17B1,1
DLPFC_down_02,CellAgentChat,IBSP,1
DLPFC_down_02,CellAgentChat,ICAM2,1
DLPFC_down_02,CellAgentChat,ICAM5,1
DLPFC_down_02,CellAgentChat,IGF1,1
DLPFC_down_02,CellAgentChat,IL1B,1
DLPFC_down_02,CellAgentChat,INHBA,1
DLPFC_down_02,CellAgentChat,INHBB,1
DLPFC_down_02,CellAgentChat,INSL3,1
DLPFC_down_02,CellAgentChat,ITGAV,2
DLPFC_down_02,CellAgentChat,ITGB1,1
DLPFC_down_02,CellAgentChat,JAG1,1
DLPFC_down_02,CellAgentChat,JAM2,5
DLPFC_down_02,CellAgentChat,JAM3,4
DLPFC_down_02,CellAgentChat,KITLG,1
DLPFC_down_02,CellAgentChat,KLK6,1
DLPFC_down_02,CellAgentChat,L1CAM,2
DLPFC_down_02,CellAgentChat,LAMA2,2
DLPFC_down_02,CellAgentChat,LAMA3,6
DLPFC_down_02,CellAgentChat,LAMA4,7
DLPFC_down_02,CellAgentChat,LAMA5,8
DLPFC_down_02,CellAgentChat,LAMB1,10
DLPFC_down_02,CellAgentChat,LAMB2,11
DLPFC_down_02,CellAgentChat,LAMB3,1
DLPFC_down_02,CellAgentChat,LAMC1,6
DLPFC_down_02,CellAgentChat,LAMC2,1
DLPFC_down_02,CellAgentChat,LAMC3,1
DLPFC_down_02,CellAgentChat,LCK,2
DLPFC_down_02,CellAgentChat,LGALS9,1
DLPFC_down_02,CellAgentChat,LIPA,1
DLPFC_down_02,CellAgentChat,LPAR1,1
DLPFC_down_02,CellAgentChat,LPAR2,1
DLPFC_down_02,CellAgentChat,LPAR3,1
DLPFC_down_02,CellAgentChat,LRFN4,3
DLPFC_down_02,CellAgentChat,LRFN5,2
DLPFC_down_02,CellAgentChat,LRRC4,1
DLPFC_down_02,CellAgentChat,LRRC4B,2
DLPFC_down_02,CellAgentChat,LRRC4C,2
DLPFC_down_02,CellAgentChat,LTB,1
DLPFC_down_02,CellAgentChat,MAG,1
DLPFC_down_02,CellAgentChat,MDK,6
DLPFC_down_02,CellAgentChat,MIF,1
DLPFC_down_02,CellAgentChat,MMP2,2
DLPFC_down_02,CellAgentChat,MPZ,1
DLPFC_down_02,CellAgentChat,MPZL1,1
DLPFC_down_02,CellAgentChat,NAMPT,1
DLPFC_down_02,CellAgentChat,NCAM1,4
DLPFC_down_02,CellAgentChat,NCAM2,1
DLPFC_down_02,CellAgentChat,NECTIN1,1
DLPFC_down_02,CellAgentChat,NEGR1,1
DLPFC_down_02,CellAgentChat,NFASC,2
DLPFC_down_02,CellAgentChat,NPNT,1
DLPFC_down_02,CellAgentChat,NPPA,1
DLPFC_down_02,CellAgentChat,NPPC,1
DLPFC_down_02,CellAgentChat,NPY,4
DLPFC_down_02,CellAgentChat,NRG1,2
DLPFC_down_02,CellAgentChat,NRG2,2
DLPFC_down_02,CellAgentChat,NRG3,1
DLPFC_down_02,CellAgentChat,NRXN1,12
DLPFC_down_02,CellAgentChat,NRXN2,10
DLPFC_down_02,CellAgentChat,NRXN3,9
DLPFC_down_02,CellAgentChat,NT5E,1
DLPFC_down_02,CellAgentChat,NTF3,1
DLPFC_down_02,CellAgentChat,NTN1,2
DLPFC_down_02,CellAgentChat,NTN4,3
DLPFC_down_02,CellAgentChat,OCLN,1
DLPFC_down_02,CellAgentChat,OSM,1
DLPFC_down_02,CellAgentChat,PCDHA1,1
DLPFC_down_02,CellAgentChat,PCDHA10,1
DLPFC_down_02,CellAgentChat,PCDHA4,1
DLPFC_down_02,CellAgentChat,PCDHA5,1
DLPFC_down_02,CellAgentChat,PCDHA7,1
DLPFC_down_02,CellAgentChat,PCDHA9,1
DLPFC_down_02,CellAgentChat,PCDHAC1,1
DLPFC_down_02,CellAgentChat,PCDHAC2,1
DLPFC_down_02,CellAgentChat,PCDHB1,1
DLPFC_down_02,CellAgentChat,PCDHB10,1
DLPFC_down_02,CellAgentChat,PCDHB11,1
DLPFC_down_02,CellAgentChat,PCDHB12,1
DLPFC_down_02,CellAgentChat,PCDHB13,1
DLPFC_down_02,CellAgentChat,PCDHB14,1
DLPFC_down_02,CellAgentChat,PCDHB15,1
DLPFC_down_02,CellAgentChat,PCDHB16,1
DLPFC_down_02,CellAgentChat,PCDHB2,1
DLPFC_down_02,CellAgentChat,PCDHB3,1
DLPFC_down_02,CellAgentChat,PCDHB4,1
DLPFC_down_02,CellAgentChat,PCDHB5,1
DLPFC_down_02,CellAgentChat,PCDHB6,1
DLPFC_down_02,CellAgentChat,PCDHB7,1
DLPFC_down_02,CellAgentChat,PCDHB9,1
DLPFC_down_02,CellAgentChat,PCDHGA1,1
DLPFC_down_02,CellAgentChat,PCDHGA10,1
DLPFC_down_02,CellAgentChat,PCDHGA2,1
DLPFC_down_02,CellAgentChat,PCDHGA6,1
DLPFC_down_02,CellAgentChat,PCDHGB6,1
DLPFC_down_02,CellAgentChat,PDGFA,1
DLPFC_down_02,CellAgentChat,PDGFB,2
DLPFC_down_02,CellAgentChat,PDGFC,1
DLPFC_down_02,CellAgentChat,PECAM1,1
DLPFC_down_02,CellAgentChat,PENK,2
DLPFC_down_02,CellAgentChat,POSTN,2
DLPFC_down_02,CellAgentChat,PPIA,1
DLPFC_down_02,CellAgentChat,PSAP,2
DLPFC_down_02,CellAgentChat,PSPN,1
DLPFC_down_02,CellAgentChat,PTGES2,1
DLPFC_down_02,CellAgentChat,PTN,7
DLPFC_down_02,CellAgentChat,PTPRC,1
DLPFC_down_02,CellAgentChat,PTPRM,1
DLPFC_down_02,CellAgentChat,PTPRS,2
DLPFC_down_02,CellAgentChat,RELN,3
DLPFC_down_02,CellAgentChat,RTN4R,1
DLPFC_down_02,CellAgentChat,SELPLG,1
DLPFC_down_02,CellAgentChat,SEMA3A,2
DLPFC_down_02,CellAgentChat,SEMA3B,5
DLPFC_down_02,CellAgentChat,SEMA3C,6
DLPFC_down_02,CellAgentChat,SEMA3D,1
DLPFC_down_02,CellAgentChat,SEMA3E,1
DLPFC_down_02,CellAgentChat,SEMA3F,2
DLPFC_down_02,CellAgentChat,SEMA4A,4
DLPFC_down_02,CellAgentChat,SEMA4C,1
DLPFC_down_02,CellAgentChat,SEMA4D,3
DLPFC_down_02,CellAgentChat,SEMA6B,2
DLPFC_down_02,CellAgentChat,SEMA6D,2
DLPFC_down_02,CellAgentChat,SEMA7A,2
DLPFC_down_02,CellAgentChat,SHMT2,1
DLPFC_down_02,CellAgentChat,SLC10A4,1
DLPFC_down_02,CellAgentChat,SLC17A6,18
DLPFC_down_02,CellAgentChat,SLC17A7,17
DLPFC_down_02,CellAgentChat,SLC17A8,3
DLPFC_down_02,CellAgentChat,SLC1A1,18
DLPFC_down_02,CellAgentChat,SLC1A2,16
DLPFC_down_02,CellAgentChat,SLC1A3,17
DLPFC_down_02,CellAgentChat,SLC1A6,14
DLPFC_down_02,CellAgentChat,SLC29A1,1
DLPFC_down_02,CellAgentChat,SLC29A3,1
DLPFC_down_02,CellAgentChat,SLC32A1,11
DLPFC_down_02,CellAgentChat,SLC6A1,11
DLPFC_down_02,CellAgentChat,SLC6A11,6
DLPFC_down_02,CellAgentChat,SLC6A12,3
DLPFC_down_02,CellAgentChat,SLC6A6,2
DLPFC_down_02,CellAgentChat,SLC6A8,12
DLPFC_down_02,CellAgentChat,SLIT1,1
DLPFC_down_02,CellAgentChat,SLIT2,2
DLPFC_down_02,CellAgentChat,SLITRK1,2
DLPFC_down_02,CellAgentChat,SLITRK2,2
DLPFC_down_02,CellAgentChat,SLITRK3,1
DLPFC_down_02,CellAgentChat,SLITRK5,1
DLPFC_down_02,CellAgentChat,SPP1,7
DLPFC_down_02,CellAgentChat,SST,2
DLPFC_down_02,CellAgentChat,SULT1A1,1
DLPFC_down_02,CellAgentChat,TENM1,1
DLPFC_down_02,CellAgentChat,TENM2,3
DLPFC_down_02,CellAgentChat,TENM3,2
DLPFC_down_02,CellAgentChat,TENM4,3
DLPFC_down_02,CellAgentChat,TGFA,1
DLPFC_down_02,CellAgentChat,TGFB2,1
DLPFC_down_02,CellAgentChat,TGFB3,1
DLPFC_down_02,CellAgentChat,TGM2,1
DLPFC_down_02,CellAgentChat,THBS1,4
DLPFC_down_02,CellAgentChat,THBS2,6
DLPFC_down_02,CellAgentChat,THBS3,5
DLPFC_down_02,CellAgentChat,THBS4,4
DLPFC_down_02,CellAgentChat,THY1,2
DLPFC_down_02,CellAgentChat,TNC,2
DLPFC_down_02,CellAgentChat,TNFSF10,1
DLPFC_down_02,CellAgentChat,TNFSF13B,1
DLPFC_down_02,CellAgentChat,TNFSF4,1
DLPFC_down_02,CellAgentChat,TNR,3
DLPFC_down_02,CellAgentChat,TNXB,6
DLPFC_down_02,CellAgentChat,TPH1,1
DLPFC_down_02,CellAgentChat,TPH2,1
DLPFC_down_02,CellAgentChat,TUB,1
DLPFC_down_02,CellAgentChat,UBASH3B,1
DLPFC_down_02,CellAgentChat,UNC5A,1
DLPFC_down_02,CellAgentChat,VCAM1,1
DLPFC_down_02,CellAgentChat,VEGFA,1
DLPFC_down_02,CellAgentChat,VIP,2
DLPFC_down_02,CellAgentChat,VSIR,1
DLPFC_down_02,CellAgentChat,VWF,1
DLPFC_down_02,CellAgentChat,WNT10A,4
DLPFC_down_02,CellAgentChat,WNT10B,3
DLPFC_down_02,CellAgentChat,WNT11,1
DLPFC_down_02,CellAgentChat,WNT16,1
DLPFC_down_02,CellAgentChat,WNT2,4
DLPFC_down_02,CellAgentChat,WNT2B,1
DLPFC_down_02,CellAgentChat,WNT3,7
DLPFC_down_02,CellAgentChat,WNT4,1
DLPFC_down_02,CellAgentChat,WNT5A,3
DLPFC_down_02,CellAgentChat,WNT5B,1
DLPFC_down_02,CellAgentChat,WNT7A,4
DLPFC_down_02,CellAgentChat,WNT7B,4
DLPFC_down_02,CellAgentChat,WNT9A,1
DLPFC_down_02,CellAgentChat,WNT9B,1
DLPFC_down_02,Giotto,ADM,1
DLPFC_down_02,Giotto,AGT,2
DLPFC_down_02,Giotto,ALDH1A2,1
DLPFC_down_02,Giotto,ALDH1A3,1
DLPFC_down_02,Giotto,ANGPTL4,1
DLPFC_down_02,Giotto,CADM1,1
DLPFC_down_02,Giotto,CALCB,1
DLPFC_down_02,Giotto,CCL21,1
DLPFC_down_02,Giotto,CCL28,1
DLPFC_down_02,Giotto,CCL3,1
DLPFC_down_02,Giotto,CCL5,1
DLPFC_down_02,Giotto,CCL8,4
DLPFC_down_02,Giotto,CD46,1
DLPFC_down_02,Giotto,CD96,1
DLPFC_down_02,Giotto,CDH3,1
DLPFC_down_02,Giotto,CEL,1
DLPFC_down_02,Giotto,CGA,1
DLPFC_down_02,Giotto,COL4A1,3
DLPFC_down_02,Giotto,COL4A3,1
DLPFC_down_02,Giotto,COL9A3,1
DLPFC_down_02,Giotto,CSF1,1
DLPFC_down_02,Giotto,CTSG,2
DLPFC_down_02,Giotto,CXCL11,1
DLPFC_down_02,Giotto,CXCL12,1
DLPFC_down_02,Giotto,CXCL13,1
DLPFC_down_02,Giotto,CYP19A1,1
DLPFC_down_02,Giotto,DDC,5
DLPFC_down_02,Giotto,DHCR7,2
DLPFC_down_02,Giotto,DHRS9,1
DLPFC_down_02,Giotto,DLL3,2
DLPFC_down_02,Giotto,DSC2,3
DLPFC_down_02,Giotto,EFNA1,6
DLPFC_down_02,Giotto,EFNA4,1
DLPFC_down_02,Giotto,EFNA5,6
DLPFC_down_02,Giotto,EFNB1,3
DLPFC_down_02,Giotto,EFNB3,3
DLPFC_down_02,Giotto,ENHO,1
DLPFC_down_02,Giotto,ESAM,1
DLPFC_down_02,Giotto,FGF17,1
DLPFC_down_02,Giotto,FGF2,1
DLPFC_down_02,Giotto,FLRT2,3
DLPFC_down_02,Giotto,GZMA,1
DLPFC_down_02,Giotto,HCRT,1
DLPFC_down_02,Giotto,HDC,2
DLPFC_down_02,Giotto,HGF,1
DLPFC_down_02,Giotto,HLA-B,3
DLPFC_down_02,Giotto,HLA-DMA,1
DLPFC_down_02,Giotto,HLA-DOB,1
DLPFC_down_02,Giotto,HLA-DQA1,1
DLPFC_down_02,Giotto,HLA-F,3
DLPFC_down_02,Giotto,HSD17B1,1
DLPFC_down_02,Giotto,IAPP,1
DLPFC_down_02,Giotto,ICAM1,2
DLPFC_down_02,Giotto,ICAM5,1
DLPFC_down_02,Giotto,IL13,1
DLPFC_down_02,Giotto,JAG1,1
DLPFC_down_02,Giotto,JAM2,1
DLPFC_down_02,Giotto,JAM3,2
DLPFC_down_02,Giotto,KLK2,1
DLPFC_down_02,Giotto,KLK4,1
DLPFC_down_02,Giotto,LAMA1,1
DLPFC_down_02,Giotto,LAMA2,2
DLPFC_down_02,Giotto,LAMA3,1
DLPFC_down_02,Giotto,LAMA4,1
DLPFC_down_02,Giotto,LAMB2,2
DLPFC_down_02,Giotto,LAMC1,3
DLPFC_down_02,Giotto,LAMC2,1
DLPFC_down_02,Giotto,LAMC3,1
DLPFC_down_02,Giotto,LPAR3,1
DLPFC_down_02,Giotto,LRFN4,1
DLPFC_down_02,Giotto,LRRC4B,1
DLPFC_down_02,Giotto,LRRC4C,1
DLPFC_down_02,Giotto,MDK,3
DLPFC_down_02,Giotto,NCAM1,1
DLPFC_down_02,Giotto,NECTIN1,1
DLPFC_down_02,Giotto,NPPA,1
DLPFC_down_02,Giotto,NPY,4
DLPFC_down_02,Giotto,NTF3,1
DLPFC_down_02,Giotto,NTN1,1
DLPFC_down_02,Giotto,NTN4,1
DLPFC_down_02,Giotto,NTS,2
DLPFC_down_02,Giotto,PDYN,1
DLPFC_down_02,Giotto,PECAM1,2
DLPFC_down_02,Giotto,PENK,1
DLPFC_down_02,Giotto,POMC,5
DLPFC_down_02,Giotto,PRSS3,1
DLPFC_down_02,Giotto,PTGES2,3
DLPFC_down_02,Giotto,PTPRS,1
