,ligand,receptor,annotation,LR
2027,PCDHGA7,PCDHGA7,Cell-Cell Contact,PCDHGA7_PCDHGA7
2028,PCDHGA8,PCDHGA8,Cell-Cell Contact,PCDHGA8_PCDHGA8
2029,PCDHGA9,PCDHGA9,Cell-Cell Contact,PCDHGA9_PCDHGA9
2030,PCDHGB1,PCDHGB1,Cell-Cell Contact,PCDHGB1_PCDHGB1
2031,PCDHGB2,PCDHGB2,Cell-Cell Contact,PCDHGB2_PCDHGB2
2032,PCDHGB3,PCDHGB3,Cell-Cell Contact,PCDHGB3_PCDHGB3
2033,PCDHGB4,PCDHGB4,Cell-Cell Contact,PCDHGB4_PCDHGB4
2034,PCDHGB5,PCDHGB5,Cell-Cell Contact,PCDHGB5_PCDHGB5
2035,PCDHGB6,PCDHGB6,Cell-Cell Contact,PCDHGB6_PCDHGB6
2036,PCDHGB7,PCDHGB7,Cell-Cell Contact,PCDHGB7_PCDHGB7
2037,PCDHGC3,PCDHGC3,Cell-Cell Contact,PCDHGC3_PCDHGC3
2038,PCDHGC4,PCDHGC4,Cell-Cell Contact,PCDHGC4_PCDHGC4
2039,PCDHGC5,PCDHGC5,Cell-Cell Contact,PCDHGC5_PCDHGC5
2040,KLK6,F2R,Secreted Signaling,KLK6_F2R
2041,KLK6,F2RL1,Secreted Signaling,KLK6_F2RL1
2042,KLK5,F2RL1,Secreted Signaling,KLK5_F2RL1
2043,KLK4,F2R,Secreted Signaling,KLK4_F2R
2044,KLK1,F2R,Secreted Signaling,KLK1_F2R
2045,KLK2,F2R,Secreted Signaling,KLK2_F2R
2046,KLK14,F2R,Secreted Signaling,KLK14_F2R
2047,KLK4,F2RL1,Secreted Signaling,KLK4_F2RL1
2048,KLK2,F2RL1,Secreted Signaling,KLK2_F2RL1
2049,KLK14,F2RL1,Secreted Signaling,KLK14_F2RL1
2050,KLK7,F2RL1,Secreted Signaling,KLK7_F2RL1
2051,KLK8,F2R,Secreted Signaling,KLK8_F2R
2052,ADM,RAMP1,Secreted Signaling,ADM_RAMP1
2053,ADM,RAMP2,Secreted Signaling,ADM_RAMP2
2054,ADM,RAMP3,Secreted Signaling,ADM_RAMP3
2055,CALCA,RAMP1,Secreted Signaling,CALCA_RAMP1
2056,CALCA,RAMP2,Secreted Signaling,CALCA_RAMP2
2057,CALCA,RAMP3,Secreted Signaling,CALCA_RAMP3
2058,CALCB,RAMP1,Secreted Signaling,CALCB_RAMP1
2059,CALCB,RAMP2,Secreted Signaling,CALCB_RAMP2
2060,CALCB,RAMP3,Secreted Signaling,CALCB_RAMP3
2061,IAPP,RAMP1,Secreted Signaling,IAPP_RAMP1
2062,IAPP,RAMP2,Secreted Signaling,IAPP_RAMP2
2063,IAPP,RAMP3,Secreted Signaling,IAPP_RAMP3
2064,PROC,PROCR,Secreted Signaling,PROC_PROCR
2065,PROC,HSP90AA1,Secreted Signaling,PROC_HSP90AA1
2066,PROC,F2R,Secreted Signaling,PROC_F2R
2067,VTN,PLAUR,ECM-Receptor,VTN_PLAUR
2068,SLC18A1,HTR3A,Non-protein Signaling,SLC18A1_HTR3A
2069,SLC18A1,HTR3C,Non-protein Signaling,SLC18A1_HTR3C
2070,SLC18A1,HTR3E,Non-protein Signaling,SLC18A1_HTR3E
2071,SLC18A1,HTR3B,Non-protein Signaling,SLC18A1_HTR3B
2072,SLC18A1,HTR3D,Non-protein Signaling,SLC18A1_HTR3D
2073,TPH1,HTR3A,Non-protein Signaling,TPH1_HTR3A
2074,TPH1,HTR3C,Non-protein Signaling,TPH1_HTR3C
2075,TPH1,HTR3E,Non-protein Signaling,TPH1_HTR3E
2076,TPH1,HTR3B,Non-protein Signaling,TPH1_HTR3B
2077,TPH1,HTR3D,Non-protein Signaling,TPH1_HTR3D
2078,SLC18A2,HTR3A,Non-protein Signaling,SLC18A2_HTR3A
2079,SLC18A2,HTR3C,Non-protein Signaling,SLC18A2_HTR3C
2080,SLC18A2,HTR3E,Non-protein Signaling,SLC18A2_HTR3E
2081,SLC18A2,HTR3B,Non-protein Signaling,SLC18A2_HTR3B
2082,SLC18A2,HTR3D,Non-protein Signaling,SLC18A2_HTR3D
2083,SLC6A4,HTR3A,Non-protein Signaling,SLC6A4_HTR3A
2084,SLC6A4,HTR3C,Non-protein Signaling,SLC6A4_HTR3C
2085,SLC6A4,HTR3E,Non-protein Signaling,SLC6A4_HTR3E
2086,SLC6A4,HTR3B,Non-protein Signaling,SLC6A4_HTR3B
2087,SLC6A4,HTR3D,Non-protein Signaling,SLC6A4_HTR3D
2088,TPH2,HTR3A,Non-protein Signaling,TPH2_HTR3A
2089,TPH2,HTR3C,Non-protein Signaling,TPH2_HTR3C
2090,TPH2,HTR3E,Non-protein Signaling,TPH2_HTR3E
2091,TPH2,HTR3B,Non-protein Signaling,TPH2_HTR3B
2092,TPH2,HTR3D,Non-protein Signaling,TPH2_HTR3D
2093,SLC10A4,CHRNA1,Non-protein Signaling,SLC10A4_CHRNA1
2094,SLC10A4,CHRNB1,Non-protein Signaling,SLC10A4_CHRNB1
2095,SLC10A4,CHRND,Non-protein Signaling,SLC10A4_CHRND
2096,SLC10A4,CHRNE,Non-protein Signaling,SLC10A4_CHRNE
2097,CHAT,CHRNA1,Non-protein Signaling,CHAT_CHRNA1
2098,CHAT,CHRNB1,Non-protein Signaling,CHAT_CHRNB1
2099,CHAT,CHRND,Non-protein Signaling,CHAT_CHRND
2100,CHAT,CHRNE,Non-protein Signaling,CHAT_CHRNE
2101,SLC10A4,CHRNG,Non-protein Signaling,SLC10A4_CHRNG
2102,CHAT,CHRNG,Non-protein Signaling,CHAT_CHRNG
2103,SLC10A4,CHRNA3,Non-protein Signaling,SLC10A4_CHRNA3
2104,SLC10A4,CHRNB4,Non-protein Signaling,SLC10A4_CHRNB4
2105,CHAT,CHRNA3,Non-protein Signaling,CHAT_CHRNA3
2106,CHAT,CHRNB4,Non-protein Signaling,CHAT_CHRNB4
2107,SLC10A4,CHRNA4,Non-protein Signaling,SLC10A4_CHRNA4
2108,SLC10A4,CHRNB2,Non-protein Signaling,SLC10A4_CHRNB2
2109,CHAT,CHRNA4,Non-protein Signaling,CHAT_CHRNA4
2110,CHAT,CHRNB2,Non-protein Signaling,CHAT_CHRNB2
2111,SLC10A4,CHRNA7,Non-protein Signaling,SLC10A4_CHRNA7
2112,CHAT,CHRNA7,Non-protein Signaling,CHAT_CHRNA7
2113,SLC18A3,CHRNA1,Non-protein Signaling,SLC18A3_CHRNA1
2114,SLC18A3,CHRNB1,Non-protein Signaling,SLC18A3_CHRNB1
2115,SLC18A3,CHRND,Non-protein Signaling,SLC18A3_CHRND
2116,SLC18A3,CHRNE,Non-protein Signaling,SLC18A3_CHRNE
2117,SLC18A3,CHRNG,Non-protein Signaling,SLC18A3_CHRNG
2118,SLC18A3,CHRNA3,Non-protein Signaling,SLC18A3_CHRNA3
2119,SLC18A3,CHRNB4,Non-protein Signaling,SLC18A3_CHRNB4
2120,SLC18A3,CHRNA4,Non-protein Signaling,SLC18A3_CHRNA4
2121,SLC18A3,CHRNB2,Non-protein Signaling,SLC18A3_CHRNB2
2122,SLC18A3,CHRNA7,Non-protein Signaling,SLC18A3_CHRNA7
2123,SLC5A7,CHRNA1,Non-protein Signaling,SLC5A7_CHRNA1
2124,SLC5A7,CHRNB1,Non-protein Signaling,SLC5A7_CHRNB1
2125,SLC5A7,CHRND,Non-protein Signaling,SLC5A7_CHRND
2126,SLC5A7,CHRNE,Non-protein Signaling,SLC5A7_CHRNE
2127,SLC5A7,CHRNG,Non-protein Signaling,SLC5A7_CHRNG
2128,SLC5A7,CHRNA4,Non-protein Signaling,SLC5A7_CHRNA4
2129,SLC5A7,CHRNB2,Non-protein Signaling,SLC5A7_CHRNB2
2130,SLC5A7,CHRNA7,Non-protein Signaling,SLC5A7_CHRNA7
2131,SLC32A1,GABRA1,Non-protein Signaling,SLC32A1_GABRA1
2132,SLC32A1,GABRG2,Non-protein Signaling,SLC32A1_GABRG2
2133,SLC32A1,GABRB3,Non-protein Signaling,SLC32A1_GABRB3
2134,GAD1,GABRA1,Non-protein Signaling,GAD1_GABRA1
2135,GAD1,GABRG2,Non-protein Signaling,GAD1_GABRG2
2136,GAD1,GABRB3,Non-protein Signaling,GAD1_GABRB3
2137,SLC32A1,GABRB2,Non-protein Signaling,SLC32A1_GABRB2
2138,GAD1,GABRB2,Non-protein Signaling,GAD1_GABRB2
2139,SLC32A1,GABRD,Non-protein Signaling,SLC32A1_GABRD
2140,GAD1,GABRD,Non-protein Signaling,GAD1_GABRD
2141,SLC32A1,GABRA2,Non-protein Signaling,SLC32A1_GABRA2
2142,GAD1,GABRA2,Non-protein Signaling,GAD1_GABRA2
2143,SLC32A1,GABRA3,Non-protein Signaling,SLC32A1_GABRA3
2144,GAD1,GABRA3,Non-protein Signaling,GAD1_GABRA3
2145,SLC32A1,GABRQ,Non-protein Signaling,SLC32A1_GABRQ
2146,GAD1,GABRQ,Non-protein Signaling,GAD1_GABRQ
2147,SLC32A1,GABRE,Non-protein Signaling,SLC32A1_GABRE
2148,GAD1,GABRE,Non-protein Signaling,GAD1_GABRE
2149,SLC32A1,GABRA4,Non-protein Signaling,SLC32A1_GABRA4
2150,GAD1,GABRA4,Non-protein Signaling,GAD1_GABRA4
2151,SLC32A1,GABRA5,Non-protein Signaling,SLC32A1_GABRA5
2152,GAD1,GABRA5,Non-protein Signaling,GAD1_GABRA5
2153,SLC32A1,GABRA6,Non-protein Signaling,SLC32A1_GABRA6
2154,GAD1,GABRA6,Non-protein Signaling,GAD1_GABRA6
2155,SLC6A1,GABRA1,Non-protein Signaling,SLC6A1_GABRA1
2156,SLC6A1,GABRG2,Non-protein Signaling,SLC6A1_GABRG2
2157,SLC6A1,GABRB3,Non-protein Signaling,SLC6A1_GABRB3
2158,SLC6A1,GABRB2,Non-protein Signaling,SLC6A1_GABRB2
2159,SLC6A1,GABRD,Non-protein Signaling,SLC6A1_GABRD
2160,SLC6A1,GABRA2,Non-protein Signaling,SLC6A1_GABRA2
2161,SLC6A1,GABRA3,Non-protein Signaling,SLC6A1_GABRA3
2162,SLC6A1,GABRQ,Non-protein Signaling,SLC6A1_GABRQ
2163,SLC6A1,GABRE,Non-protein Signaling,SLC6A1_GABRE
2164,SLC6A1,GABRA4,Non-protein Signaling,SLC6A1_GABRA4
2165,SLC6A1,GABRA5,Non-protein Signaling,SLC6A1_GABRA5
2166,SLC6A1,GABRA6,Non-protein Signaling,SLC6A1_GABRA6
2167,SLC6A11,GABRA1,Non-protein Signaling,SLC6A11_GABRA1
2168,SLC6A11,GABRG2,Non-protein Signaling,SLC6A11_GABRG2
2169,SLC6A11,GABRB3,Non-protein Signaling,SLC6A11_GABRB3
2170,SLC6A11,GABRB2,Non-protein Signaling,SLC6A11_GABRB2
2171,SLC6A11,GABRD,Non-protein Signaling,SLC6A11_GABRD
2172,SLC6A11,GABRA2,Non-protein Signaling,SLC6A11_GABRA2
2173,SLC6A11,GABRA3,Non-protein Signaling,SLC6A11_GABRA3
2174,SLC6A11,GABRQ,Non-protein Signaling,SLC6A11_GABRQ
2175,SLC6A11,GABRE,Non-protein Signaling,SLC6A11_GABRE
2176,SLC6A11,GABRA4,Non-protein Signaling,SLC6A11_GABRA4
2177,SLC6A11,GABRA5,Non-protein Signaling,SLC6A11_GABRA5
2178,SLC6A11,GABRA6,Non-protein Signaling,SLC6A11_GABRA6
2179,SLC6A12,GABRA1,Non-protein Signaling,SLC6A12_GABRA1
2180,SLC6A12,GABRG2,Non-protein Signaling,SLC6A12_GABRG2
2181,SLC6A12,GABRB3,Non-protein Signaling,SLC6A12_GABRB3
2182,SLC6A12,GABRB2,Non-protein Signaling,SLC6A12_GABRB2
2183,SLC6A12,GABRD,Non-protein Signaling,SLC6A12_GABRD
2184,SLC6A12,GABRA2,Non-protein Signaling,SLC6A12_GABRA2
2185,SLC6A12,GABRA3,Non-protein Signaling,SLC6A12_GABRA3
2186,SLC6A12,GABRQ,Non-protein Signaling,SLC6A12_GABRQ
2187,SLC6A12,GABRE,Non-protein Signaling,SLC6A12_GABRE
2188,SLC6A12,GABRA4,Non-protein Signaling,SLC6A12_GABRA4
2189,SLC6A12,GABRA5,Non-protein Signaling,SLC6A12_GABRA5
2190,SLC6A12,GABRA6,Non-protein Signaling,SLC6A12_GABRA6
2191,SLC6A13,GABRA1,Non-protein Signaling,SLC6A13_GABRA1
2192,SLC6A13,GABRG2,Non-protein Signaling,SLC6A13_GABRG2
2193,SLC6A13,GABRB3,Non-protein Signaling,SLC6A13_GABRB3
2194,SLC6A13,GABRB2,Non-protein Signaling,SLC6A13_GABRB2
2195,SLC6A13,GABRD,Non-protein Signaling,SLC6A13_GABRD
2196,SLC6A13,GABRA2,Non-protein Signaling,SLC6A13_GABRA2
2197,SLC6A13,GABRA3,Non-protein Signaling,SLC6A13_GABRA3
2198,SLC6A13,GABRQ,Non-protein Signaling,SLC6A13_GABRQ
2199,SLC6A13,GABRE,Non-protein Signaling,SLC6A13_GABRE
2200,SLC6A13,GABRA4,Non-protein Signaling,SLC6A13_GABRA4
2201,SLC6A13,GABRA5,Non-protein Signaling,SLC6A13_GABRA5
2202,SLC6A13,GABRA6,Non-protein Signaling,SLC6A13_GABRA6
2203,SLC6A6,GABRA1,Non-protein Signaling,SLC6A6_GABRA1
2204,SLC6A6,GABRG2,Non-protein Signaling,SLC6A6_GABRG2
2205,SLC6A6,GABRB3,Non-protein Signaling,SLC6A6_GABRB3
2206,SLC6A6,GABRB2,Non-protein Signaling,SLC6A6_GABRB2
2207,SLC6A6,GABRD,Non-protein Signaling,SLC6A6_GABRD
2208,SLC6A6,GABRA2,Non-protein Signaling,SLC6A6_GABRA2
2209,SLC6A6,GABRA3,Non-protein Signaling,SLC6A6_GABRA3
2210,SLC6A6,GABRQ,Non-protein Signaling,SLC6A6_GABRQ
2211,SLC6A6,GABRE,Non-protein Signaling,SLC6A6_GABRE
2212,SLC6A6,GABRA4,Non-protein Signaling,SLC6A6_GABRA4
2213,SLC6A6,GABRA5,Non-protein Signaling,SLC6A6_GABRA5
2214,SLC6A6,GABRA6,Non-protein Signaling,SLC6A6_GABRA6
2215,SLC6A8,GABRA1,Non-protein Signaling,SLC6A8_GABRA1
2216,SLC6A8,GABRG2,Non-protein Signaling,SLC6A8_GABRG2
2217,SLC6A8,GABRB3,Non-protein Signaling,SLC6A8_GABRB3
2218,SLC6A8,GABRB2,Non-protein Signaling,SLC6A8_GABRB2
2219,SLC6A8,GABRD,Non-protein Signaling,SLC6A8_GABRD
2220,SLC6A8,GABRA2,Non-protein Signaling,SLC6A8_GABRA2
2221,SLC6A8,GABRA3,Non-protein Signaling,SLC6A8_GABRA3
2222,SLC6A8,GABRQ,Non-protein Signaling,SLC6A8_GABRQ
2223,SLC6A8,GABRE,Non-protein Signaling,SLC6A8_GABRE
2224,SLC6A8,GABRA4,Non-protein Signaling,SLC6A8_GABRA4
2225,SLC6A8,GABRA5,Non-protein Signaling,SLC6A8_GABRA5
2226,SLC6A8,GABRA6,Non-protein Signaling,SLC6A8_GABRA6
2227,GAD2,GABRA1,Non-protein Signaling,GAD2_GABRA1
2228,GAD2,GABRG2,Non-protein Signaling,GAD2_GABRG2
2229,GAD2,GABRB3,Non-protein Signaling,GAD2_GABRB3
2230,GAD2,GABRB2,Non-protein Signaling,GAD2_GABRB2
2231,GAD2,GABRD,Non-protein Signaling,GAD2_GABRD
2232,GAD2,GABRA2,Non-protein Signaling,GAD2_GABRA2
2233,GAD2,GABRA3,Non-protein Signaling,GAD2_GABRA3
2234,GAD2,GABRQ,Non-protein Signaling,GAD2_GABRQ
2235,GAD2,GABRE,Non-protein Signaling,GAD2_GABRE
2236,GAD2,GABRA4,Non-protein Signaling,GAD2_GABRA4
2237,GAD2,GABRA5,Non-protein Signaling,GAD2_GABRA5
2238,GAD2,GABRA6,Non-protein Signaling,GAD2_GABRA6
2239,SLC6A5,GLRA1,Non-protein Signaling,SLC6A5_GLRA1
2240,SLC6A5,GLRB,Non-protein Signaling,SLC6A5_GLRB
2241,SHMT1,GLRA1,Non-protein Signaling,SHMT1_GLRA1
2242,SHMT1,GLRB,Non-protein Signaling,SHMT1_GLRB
2243,SLC6A5,GLRA2,Non-protein Signaling,SLC6A5_GLRA2
2244,SHMT1,GLRA2,Non-protein Signaling,SHMT1_GLRA2
2245,SLC6A9,GLRA1,Non-protein Signaling,SLC6A9_GLRA1
2246,SLC6A9,GLRB,Non-protein Signaling,SLC6A9_GLRB
2247,SLC6A9,GLRA2,Non-protein Signaling,SLC6A9_GLRA2
2248,SHMT2,GLRA1,Non-protein Signaling,SHMT2_GLRA1
2249,SHMT2,GLRB,Non-protein Signaling,SHMT2_GLRB
2250,SHMT2,GLRA2,Non-protein Signaling,SHMT2_GLRA2
2251,SDC1,ADGRA2,Cell-Cell Contact,SDC1_ADGRA2
2252,SDC2,ADGRA2,Cell-Cell Contact,SDC2_ADGRA2
2253,ITGAV,ADGRA2,Cell-Cell Contact,ITGAV_ADGRA2
2254,ITGB3,ADGRA2,Cell-Cell Contact,ITGB3_ADGRA2
2255,TAX1BP3,ADGRB1,Cell-Cell Contact,TAX1BP3_ADGRB1
2256,RTN4R,ADGRB1,Cell-Cell Contact,RTN4R_ADGRB1
2257,ITGAV,ADGRB1,Cell-Cell Contact,ITGAV_ADGRB1
2258,ITGB5,ADGRB1,Cell-Cell Contact,ITGB5_ADGRB1
2259,TAX1BP3,ADGRB2,Cell-Cell Contact,TAX1BP3_ADGRB2
2260,C1QL1,ADGRB3,Cell-Cell Contact,C1QL1_ADGRB3
2261,C1QL2,ADGRB3,Cell-Cell Contact,C1QL2_ADGRB3
2262,C1QL3,ADGRB3,Cell-Cell Contact,C1QL3_ADGRB3
2263,C1QL4,ADGRB3,Cell-Cell Contact,C1QL4_ADGRB3
2264,THY1,ADGRE2,Cell-Cell Contact,THY1_ADGRE2
2265,ITGAV,ADGRE2,Cell-Cell Contact,ITGAV_ADGRE2
2266,ITGB1,ADGRE2,Cell-Cell Contact,ITGB1_ADGRE2
2267,ITGB3,ADGRE2,Cell-Cell Contact,ITGB3_ADGRE2
2268,CD55,ADGRE5,Cell-Cell Contact,CD55_ADGRE5
2269,LPAR1,ADGRE5,Cell-Cell Contact,LPAR1_ADGRE5
2270,LPAR2,ADGRE5,Cell-Cell Contact,LPAR2_ADGRE5
2271,LPAR3,ADGRE5,Cell-Cell Contact,LPAR3_ADGRE5
2272,THY1,ADGRE5,Cell-Cell Contact,THY1_ADGRE5
2273,ITGAV,ADGRE5,Cell-Cell Contact,ITGAV_ADGRE5
2274,ITGB1,ADGRE5,Cell-Cell Contact,ITGB1_ADGRE5
2275,ITGB3,ADGRE5,Cell-Cell Contact,ITGB3_ADGRE5
2276,SFTPD,ADGRE5,Cell-Cell Contact,SFTPD_ADGRE5
2277,COL3A1,ADGRG1,Cell-Cell Contact,COL3A1_ADGRG1
2278,GAST,ADGRG1,Cell-Cell Contact,GAST_ADGRG1
2279,TGM2,ADGRG1,Cell-Cell Contact,TGM2_ADGRG1
2280,COL4A1,ADGRG6,Cell-Cell Contact,COL4A1_ADGRG6
2281,COL4A2,ADGRG6,Cell-Cell Contact,COL4A2_ADGRG6
2282,COL4A3,ADGRG6,Cell-Cell Contact,COL4A3_ADGRG6
2283,COL4A4,ADGRG6,Cell-Cell Contact,COL4A4_ADGRG6
2284,COL4A5,ADGRG6,Cell-Cell Contact,COL4A5_ADGRG6
2285,COL4A6,ADGRG6,Cell-Cell Contact,COL4A6_ADGRG6
2286,LAMA2,ADGRG6,Cell-Cell Contact,LAMA2_ADGRG6
2287,PRNP,ADGRG6,Cell-Cell Contact,PRNP_ADGRG6
2288,FLRT1,ADGRL1,Cell-Cell Contact,FLRT1_ADGRL1
2289,FLRT2,ADGRL1,Cell-Cell Contact,FLRT2_ADGRL1
2290,FLRT3,ADGRL1,Cell-Cell Contact,FLRT3_ADGRL1
2291,NRXN1,ADGRL1,Cell-Cell Contact,NRXN1_ADGRL1
2292,NRXN2,ADGRL1,Cell-Cell Contact,NRXN2_ADGRL1
2293,NRXN3,ADGRL1,Cell-Cell Contact,NRXN3_ADGRL1
2294,TENM1,ADGRL1,Cell-Cell Contact,TENM1_ADGRL1
2295,TENM2,ADGRL1,Cell-Cell Contact,TENM2_ADGRL1
2296,TENM3,ADGRL1,Cell-Cell Contact,TENM3_ADGRL1
2297,TENM4,ADGRL1,Cell-Cell Contact,TENM4_ADGRL1
2298,FLRT1,ADGRL2,Cell-Cell Contact,FLRT1_ADGRL2
2299,FLRT2,ADGRL2,Cell-Cell Contact,FLRT2_ADGRL2
2300,FLRT3,ADGRL2,Cell-Cell Contact,FLRT3_ADGRL2
2301,TENM1,ADGRL2,Cell-Cell Contact,TENM1_ADGRL2
2302,TENM2,ADGRL2,Cell-Cell Contact,TENM2_ADGRL2
2303,TENM3,ADGRL2,Cell-Cell Contact,TENM3_ADGRL2
2304,TENM4,ADGRL2,Cell-Cell Contact,TENM4_ADGRL2
2305,FLRT1,ADGRL3,Cell-Cell Contact,FLRT1_ADGRL3
2306,FLRT2,ADGRL3,Cell-Cell Contact,FLRT2_ADGRL3
2307,FLRT3,ADGRL3,Cell-Cell Contact,FLRT3_ADGRL3
2308,TENM1,ADGRL3,Cell-Cell Contact,TENM1_ADGRL3
2309,TENM2,ADGRL3,Cell-Cell Contact,TENM2_ADGRL3
2310,TENM3,ADGRL3,Cell-Cell Contact,TENM3_ADGRL3
2311,TENM4,ADGRL3,Cell-Cell Contact,TENM4_ADGRL3
2312,UNC5A,ADGRL3,Cell-Cell Contact,UNC5A_ADGRL3
2313,FLRT1,FLRT1,Cell-Cell Contact,FLRT1_FLRT1
2314,FLRT2,FLRT2,Cell-Cell Contact,FLRT2_FLRT2
2315,FLRT3,FLRT3,Cell-Cell Contact,FLRT3_FLRT3
2316,FLRT1,UNC5A,Cell-Cell Contact,FLRT1_UNC5A
2317,FLRT2,UNC5A,Cell-Cell Contact,FLRT2_UNC5A
2318,FLRT3,UNC5A,Cell-Cell Contact,FLRT3_UNC5A
2319,FLRT1,UNC5B,Cell-Cell Contact,FLRT1_UNC5B
2320,FLRT2,UNC5B,Cell-Cell Contact,FLRT2_UNC5B
2321,FLRT3,UNC5B,Cell-Cell Contact,FLRT3_UNC5B
2322,FLRT1,UNC5C,Cell-Cell Contact,FLRT1_UNC5C
2323,FLRT2,UNC5C,Cell-Cell Contact,FLRT2_UNC5C
2324,FLRT3,UNC5C,Cell-Cell Contact,FLRT3_UNC5C
2325,FLRT1,UNC5D,Cell-Cell Contact,FLRT1_UNC5D
2326,FLRT2,UNC5D,Cell-Cell Contact,FLRT2_UNC5D
2327,FLRT3,UNC5D,Cell-Cell Contact,FLRT3_UNC5D
2328,NT5E,ADORA1,Non-protein Signaling,NT5E_ADORA1
2329,SLC29A1,ADORA1,Non-protein Signaling,SLC29A1_ADORA1
2330,SLC29A2,ADORA1,Non-protein Signaling,SLC29A2_ADORA1
2331,SLC29A3,ADORA1,Non-protein Signaling,SLC29A3_ADORA1
2332,SLC29A4,ADORA1,Non-protein Signaling,SLC29A4_ADORA1
2333,NT5E,ADORA2A,Non-protein Signaling,NT5E_ADORA2A
2334,SLC29A1,ADORA2A,Non-protein Signaling,SLC29A1_ADORA2A
2335,SLC29A2,ADORA2A,Non-protein Signaling,SLC29A2_ADORA2A
2336,SLC29A3,ADORA2A,Non-protein Signaling,SLC29A3_ADORA2A
2337,SLC29A4,ADORA2A,Non-protein Signaling,SLC29A4_ADORA2A
2338,NT5E,ADORA2B,Non-protein Signaling,NT5E_ADORA2B
2339,SLC29A1,ADORA2B,Non-protein Signaling,SLC29A1_ADORA2B
2340,SLC29A2,ADORA2B,Non-protein Signaling,SLC29A2_ADORA2B
2341,SLC29A3,ADORA2B,Non-protein Signaling,SLC29A3_ADORA2B
2342,SLC29A4,ADORA2B,Non-protein Signaling,SLC29A4_ADORA2B
2343,NT5E,ADORA3,Non-protein Signaling,NT5E_ADORA3
2344,SLC29A1,ADORA3,Non-protein Signaling,SLC29A1_ADORA3
2345,SLC29A2,ADORA3,Non-protein Signaling,SLC29A2_ADORA3
2346,SLC29A3,ADORA3,Non-protein Signaling,SLC29A3_ADORA3
2347,SLC29A4,ADORA3,Non-protein Signaling,SLC29A4_ADORA3
2348,SLC18A1,ADRA1A,Non-protein Signaling,SLC18A1_ADRA1A
2349,PNMT,ADRA1A,Non-protein Signaling,PNMT_ADRA1A
2350,SLC18A2,ADRA1A,Non-protein Signaling,SLC18A2_ADRA1A
2351,DBH,ADRA1A,Non-protein Signaling,DBH_ADRA1A
2352,SLC6A2,ADRA1A,Non-protein Signaling,SLC6A2_ADRA1A
2353,SLC18A1,ADRA1B,Non-protein Signaling,SLC18A1_ADRA1B
2354,PNMT,ADRA1B,Non-protein Signaling,PNMT_ADRA1B
2355,SLC18A2,ADRA1B,Non-protein Signaling,SLC18A2_ADRA1B
2356,DBH,ADRA1B,Non-protein Signaling,DBH_ADRA1B
2357,SLC6A2,ADRA1B,Non-protein Signaling,SLC6A2_ADRA1B
2358,SLC18A1,ADRA1D,Non-protein Signaling,SLC18A1_ADRA1D
2359,PNMT,ADRA1D,Non-protein Signaling,PNMT_ADRA1D
2360,SLC18A2,ADRA1D,Non-protein Signaling,SLC18A2_ADRA1D
2361,DBH,ADRA1D,Non-protein Signaling,DBH_ADRA1D
2362,SLC6A2,ADRA1D,Non-protein Signaling,SLC6A2_ADRA1D
2363,SLC18A1,ADRA2A,Non-protein Signaling,SLC18A1_ADRA2A
2364,PNMT,ADRA2A,Non-protein Signaling,PNMT_ADRA2A
2365,SLC18A2,ADRA2A,Non-protein Signaling,SLC18A2_ADRA2A
2366,DBH,ADRA2A,Non-protein Signaling,DBH_ADRA2A
2367,SLC6A2,ADRA2A,Non-protein Signaling,SLC6A2_ADRA2A
2368,SLC18A1,ADRA2B,Non-protein Signaling,SLC18A1_ADRA2B
2369,PNMT,ADRA2B,Non-protein Signaling,PNMT_ADRA2B
2370,SLC18A2,ADRA2B,Non-protein Signaling,SLC18A2_ADRA2B
2371,DBH,ADRA2B,Non-protein Signaling,DBH_ADRA2B
2372,SLC6A2,ADRA2B,Non-protein Signaling,SLC6A2_ADRA2B
2373,SLC18A1,ADRA2C,Non-protein Signaling,SLC18A1_ADRA2C
2374,PNMT,ADRA2C,Non-protein Signaling,PNMT_ADRA2C
2375,SLC18A2,ADRA2C,Non-protein Signaling,SLC18A2_ADRA2C
2376,DBH,ADRA2C,Non-protein Signaling,DBH_ADRA2C
2377,SLC6A2,ADRA2C,Non-protein Signaling,SLC6A2_ADRA2C
2378,SLC18A1,ADRB1,Non-protein Signaling,SLC18A1_ADRB1
2379,PNMT,ADRB1,Non-protein Signaling,PNMT_ADRB1
2380,SLC18A2,ADRB1,Non-protein Signaling,SLC18A2_ADRB1
2381,DBH,ADRB1,Non-protein Signaling,DBH_ADRB1
2382,SLC6A2,ADRB1,Non-protein Signaling,SLC6A2_ADRB1
2383,SLC18A1,ADRB2,Non-protein Signaling,SLC18A1_ADRB2
2384,PNMT,ADRB2,Non-protein Signaling,PNMT_ADRB2
2385,SLC18A2,ADRB2,Non-protein Signaling,SLC18A2_ADRB2
2386,DBH,ADRB2,Non-protein Signaling,DBH_ADRB2
2387,SLC6A2,ADRB2,Non-protein Signaling,SLC6A2_ADRB2
2388,SLC18A1,ADRB3,Non-protein Signaling,SLC18A1_ADRB3
2389,PNMT,ADRB3,Non-protein Signaling,PNMT_ADRB3
2390,SLC18A2,ADRB3,Non-protein Signaling,SLC18A2_ADRB3
2391,DBH,ADRB3,Non-protein Signaling,DBH_ADRB3
2392,SLC6A2,ADRB3,Non-protein Signaling,SLC6A2_ADRB3
